,Bedrooms,Bathrooms,Furnishing,Area,Price,Locality,Parking,Power,Pool,Security
1791,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1792,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1793,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1794,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1795,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1796,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1797,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1798,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1799,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1800,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1801,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1802,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1803,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1804,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1805,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1806,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1807,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1808,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1809,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1810,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1811,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1812,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1813,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1814,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1815,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1816,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1817,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1818,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1819,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1820,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1821,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1822,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1823,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1824,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1825,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1826,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1827,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1828,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1829,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1830,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1831,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1832,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1833,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1834,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1835,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1836,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1837,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1838,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1839,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1840,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1841,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1842,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1843,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1844,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1845,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1846,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1847,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1848,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1849,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1850,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1851,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1852,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1853,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1854,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1855,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1856,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1857,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1858,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1859,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1860,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1861,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1862,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1863,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1864,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1865,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1866,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1867,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1868,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1869,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1870,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1871,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1872,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1873,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1874,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1875,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1876,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1877,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1878,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1879,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1880,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1881,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1882,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1883,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1884,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1885,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1886,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1887,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1888,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1889,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1890,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1891,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1892,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1893,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1894,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1895,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1896,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1897,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1898,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1899,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1900,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1901,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1902,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1903,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1904,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1905,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1906,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1907,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1908,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1909,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1910,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1911,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1912,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1913,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1914,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1915,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1916,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1917,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1918,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1919,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1920,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1921,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1922,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1923,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1924,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1925,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1926,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1927,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1928,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1929,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1930,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1931,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1932,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1933,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1934,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1935,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1936,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1937,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1938,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1939,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1940,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1941,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1942,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1943,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1944,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1945,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1946,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1947,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1948,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1949,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1950,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
1951,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1952,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1953,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1954,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1955,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1956,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1957,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1958,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1959,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1960,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1961,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1962,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1963,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1964,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1965,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1966,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1967,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1968,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1969,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1970,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1971,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1972,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1973,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1974,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1975,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
1976,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
1977,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1978,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
1979,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
1980,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
1981,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1982,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1983,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1984,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
1985,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
1986,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
1987,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1988,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
1989,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1990,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
1991,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1992,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
1993,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
1994,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
1995,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
1996,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
1997,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
1998,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
1999,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
2000,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
2001,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
2002,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2003,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
2004,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2005,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2006,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
2007,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2008,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
2009,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
2010,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
2011,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
2012,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2013,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
2014,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
2015,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2016,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
2017,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2018,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
2019,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2020,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
2021,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
2022,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2023,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
2024,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2025,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
2026,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2027,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2028,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2029,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
2030,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2031,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
2032,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2033,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
2034,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
2035,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2036,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2037,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2038,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
2039,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
2040,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
2041,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2042,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2043,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
2044,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2045,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
2046,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2047,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2048,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2049,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
2050,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2051,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
2052,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2053,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
2054,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
2055,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2056,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
2057,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2058,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
2059,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
2060,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2061,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
2062,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2063,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2064,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
2065,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2066,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
2067,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2068,3,3,Semi Furnished,1600," 45,000        ",Madhapur,0,0,0,0
2069,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2070,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
2071,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2072,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2073,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2074,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
2075,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2076,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
2077,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2078,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
2079,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
2080,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2081,3,3,Semi Furnished,1680," 42,000        ",Kondapur,0,0,0,0
2082,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2083,4,4,Semi Furnished,2500," 38,000        ",Gachibowli,0,0,0,0
2084,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
2085,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
2086,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
2087,4,4,Semi Furnished,3000," 90,000        ",Hi Tech City,0,0,0,0
2088,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2089,3,3,Semi Furnished,2400," 55,000        ",Gachibowli,0,0,0,0
2090,3,3,Semi Furnished,2440," 62,000        ",Banjara Hills,1,0,0,0
2091,4,4,Semi Furnished,3200, 1.25 L         ,Gachibowli,0,0,0,0
2092,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2093,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2094,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
2095,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
2096,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2097,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2098,3,3,Semi Furnished,1968," 90,000        ",Banjara Hills,0,0,0,0
2099,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
2100,4,4,Semi Furnished,2400," 60,000        ",Madhapur,0,0,0,0
2101,2,3,Fully Furnished,880," 25,000        ",Gachibowli,0,1,0,0
2102,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2103,3,3,Semi Furnished,1200," 30,000        ",Kondapur,0,0,0,0
2104,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2105,3,3,Semi Furnished,1488," 49,000        ",Gachibowli,1,0,0,0
2106,4,4,Semi Furnished,3000, 1.25 L         ,Kavuri Hills,1,0,0,0
2107,3,3,Fully Furnished,2320," 65,000        ",Madhapur,0,0,1,0
2108,3,2,Semi Furnished,1040," 35,000        ",Kakatiya Hills,0,0,0,0
2109,3,3,Semi Furnished,1160," 23,000        ",Gachibowli,0,0,1,0
2110,2,2,NaN,898," 44,000        ",Nanakramguda,0,0,0,0
2111,3,3,NaN,1394," 56,000        ",Nanakramguda,1,0,0,0
